Company Name,Stock Volatility today as a percent of company average stock today,StockURL
Severn Bancorp Inc,1.2578616352201213,https://www.nasdaq.com/symbol/svbi
"Tetra Tech, Inc.",1.2556053811659245,https://www.nasdaq.com/symbol/ttek
Oritani Financial Corp.,1.2539184952978124,https://www.nasdaq.com/symbol/orit
"SS&C Technologies Holdings, Inc.",1.2529365700861406,https://www.nasdaq.com/symbol/ssnc
"Royal Gold, Inc.",1.2504186669643746,https://www.nasdaq.com/symbol/rgld
PowerShares Golden Dragon China Portfolio,1.2465515479717981,https://www.nasdaq.com/symbol/pgj
DNB Financial Corp,1.2422360248447282,https://www.nasdaq.com/symbol/dnbf
PowerShares S&P SmallCap Financials Portfolio,1.2413793103448256,https://www.nasdaq.com/symbol/pscf
"ExlService Holdings, Inc.",1.2405586733617442,https://www.nasdaq.com/symbol/exls
Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,1.2364760432766717,https://www.nasdaq.com/symbol/omab
Sina Corporation,1.2354299833485431,https://www.nasdaq.com/symbol/sina
Oxford Immunotec Global PLC,1.2346100064799916,https://www.nasdaq.com/symbol/oxfd
iShares MSCI Turkey ETF,1.2335076899055337,https://www.nasdaq.com/symbol/tur
First Trust BICK Index Fund,1.2313483915126622,https://www.nasdaq.com/symbol/bick
Credit Suisse AG,1.2297372833985403,https://www.nasdaq.com/symbol/dgld
Senior Housing Properties Trust,1.229244729448011,https://www.nasdaq.com/symbol/snhni
Bank of South Carolina Corp.,1.2269938650306749,https://www.nasdaq.com/symbol/bksc
RiceBran Technologies,1.2269938650306624,https://www.nasdaq.com/symbol/ribt
First Trust NASDAQ Cybersecurity ETF,1.2261156291531483,https://www.nasdaq.com/symbol/cibr
TCP Capital Corp.,1.2228260869565197,https://www.nasdaq.com/symbol/tcpc
MTS Systems Corporation,1.2223789374706133,https://www.nasdaq.com/symbol/mtsc
"Copart, Inc.",1.218419638057695,https://www.nasdaq.com/symbol/cprt
Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,1.2173290368779044,https://www.nasdaq.com/symbol/flag
Broadcom Inc.,1.2141430206171553,https://www.nasdaq.com/symbol/avgo
South State Corporation,1.2134583563155084,https://www.nasdaq.com/symbol/ssb
Senior Housing Properties Trust,1.21273567431613,https://www.nasdaq.com/symbol/snhnl
The Obesity ETF,1.2077957727147892,https://www.nasdaq.com/symbol/slim
Otter Tail Corporation,1.2068019747668772,https://www.nasdaq.com/symbol/ottr
First Trust Small Cap Growth AlphaDEX Fund,1.2065737466195097,https://www.nasdaq.com/symbol/fyc
"Hologic, Inc.",1.2063991607658036,https://www.nasdaq.com/symbol/holx
"ViaSat, Inc.",1.2061014544164605,https://www.nasdaq.com/symbol/vsat
"Northwest Bancshares, Inc.",1.204473759678812,https://www.nasdaq.com/symbol/nwbi
Zions Bancorporation,1.2003941592761833,https://www.nasdaq.com/symbol/zion
"Agilysys, Inc.",1.1992945326278655,https://www.nasdaq.com/symbol/agys
"B. Riley Financial, Inc.",1.1976806818541819,https://www.nasdaq.com/symbol/rilyz
"Fiesta Restaurant Group, Inc.",1.1976047904191647,https://www.nasdaq.com/symbol/frgi
BOK Financial Corporation,1.195923209141307,https://www.nasdaq.com/symbol/bokf
"ESSA Bancorp, Inc.",1.1953444479396007,https://www.nasdaq.com/symbol/essa
Reality Shares Nasdaq NextGen Economy ETF,1.1935208866155205,https://www.nasdaq.com/symbol/blcn
"S&T Bancorp, Inc.",1.1926254171453619,https://www.nasdaq.com/symbol/stba
"Gaming and Leisure Properties, Inc.",1.1908137227105038,https://www.nasdaq.com/symbol/glpi
First Trust NASDAQ ABA Community Bank Index Fund,1.1906846436701097,https://www.nasdaq.com/symbol/qaba
Cintas Corporation,1.1903962165285056,https://www.nasdaq.com/symbol/ctas
National General Holdings Corp,1.1903363327366516,https://www.nasdaq.com/symbol/nghcn
Flex Ltd.,1.1868368998381527,https://www.nasdaq.com/symbol/flex
Tucows Inc.,1.1862396204033214,https://www.nasdaq.com/symbol/tcx
Allot Communications Ltd.,1.1859578140514713,https://www.nasdaq.com/symbol/allt
PowerShares Optimum Yield Diversified Commodity Strategy No K-,1.1847065158858312,https://www.nasdaq.com/symbol/pdbc
Willis Towers Watson Public Limited Company,1.18296529968455,https://www.nasdaq.com/symbol/wltw
"Acadia Healthcare Company, Inc.",1.1792748714088719,https://www.nasdaq.com/symbol/achc
Credit Suisse AG,1.1788860189416523,https://www.nasdaq.com/symbol/ziv
Key Tronic Corporation,1.1764705882353108,https://www.nasdaq.com/symbol/ktcc
"Tandy Leather Factory, Inc.",1.1764157290646546,https://www.nasdaq.com/symbol/tlf
SVB Financial Group,1.1756253653298603,https://www.nasdaq.com/symbol/sivb
AmeriServ Financial Inc.,1.1695906432748495,https://www.nasdaq.com/symbol/asrv
E*TRADE Financial Corporation,1.1672243405182365,https://www.nasdaq.com/symbol/etfc
"Franklin Electric Co., Inc.",1.1658717541070573,https://www.nasdaq.com/symbol/fele
Bank of the Ozarks,1.1654526534859422,https://www.nasdaq.com/symbol/ozrk
"Live Oak Bancshares, Inc.",1.163757273482964,https://www.nasdaq.com/symbol/lob
"Nasdaq, Inc.",1.1629159039517587,https://www.nasdaq.com/symbol/ndaq
"TriState Capital Holdings, Inc.",1.1627906976744216,https://www.nasdaq.com/symbol/tsc
Shire plc,1.1587875886433934,https://www.nasdaq.com/symbol/shpg
"Penns Woods Bancorp, Inc.",1.157556270096461,https://www.nasdaq.com/symbol/pwod
Materialise NV,1.1541632316570387,https://www.nasdaq.com/symbol/mtls
"Southern National Bancorp of Virginia, Inc.",1.154068090017307,https://www.nasdaq.com/symbol/sona
PowerShares DWA Financial Momentum Portfolio,1.152909277282392,https://www.nasdaq.com/symbol/pfi
SEI Investments Company,1.1505200198102714,https://www.nasdaq.com/symbol/seic
Bison Capital Acquisition Corp.,1.145997833959122,https://www.nasdaq.com/symbol/bcacu
Global X Millennials Thematic ETF,1.144495407591958,https://www.nasdaq.com/symbol/miln
Marriott International,1.1432706222865505,https://www.nasdaq.com/symbol/mar
Icahn Enterprises L.P.,1.1418994588861147,https://www.nasdaq.com/symbol/iep
"Walgreens Boots Alliance, Inc.",1.141769743101806,https://www.nasdaq.com/symbol/wba
"A. Schulman, Inc.",1.1376564277588168,https://www.nasdaq.com/symbol/shlm
Daily Journal Corp. (S.C.),1.1357232649876476,https://www.nasdaq.com/symbol/djco
"First Citizens BancShares, Inc.",1.1336706951191295,https://www.nasdaq.com/symbol/fcnca
Comcast Corporation,1.133329822596063,https://www.nasdaq.com/symbol/cmcsa
Open Text Corporation,1.132221308354067,https://www.nasdaq.com/symbol/otex
Vodafone Group Plc,1.130369253956295,https://www.nasdaq.com/symbol/vod
"Telenav, Inc.",1.1300275072485393,https://www.nasdaq.com/symbol/tnav
Tractor Supply Company,1.12994350282487,https://www.nasdaq.com/symbol/tsco
PowerShares Nasdaq Internet Portfolio,1.1239193083573502,https://www.nasdaq.com/symbol/pnqi
Banner Corporation,1.1213720316622686,https://www.nasdaq.com/symbol/banr
iShares MSCI Brazil Small-Cap ETF,1.1180992313067795,https://www.nasdaq.com/symbol/ewzs
News Corporation,1.1155378486055822,https://www.nasdaq.com/symbol/nws
The Carlyle Group L.P.,1.1123470522803114,https://www.nasdaq.com/symbol/cg
"Applied Materials, Inc.",1.1115369873514724,https://www.nasdaq.com/symbol/amat
"Nature&#39;s Sunshine Products, Inc.",1.111111111111127,https://www.nasdaq.com/symbol/natr
Norwegian Cruise Line Holdings Ltd.,1.1099614335434171,https://www.nasdaq.com/symbol/nclh
"Investors Bancorp, Inc.",1.108237901736229,https://www.nasdaq.com/symbol/isbc
Calamos Dynamic Convertible & Income Fund,1.108033240997239,https://www.nasdaq.com/symbol/ccd
Magal Security Systems Ltd.,1.1070492157618155,https://www.nasdaq.com/symbol/mags
"Great Southern Bancorp, Inc.",1.1068539804171966,https://www.nasdaq.com/symbol/gsbc
"Magyar Bancorp, Inc.",1.1057660053907106,https://www.nasdaq.com/symbol/mgyr
"Guaranty Bancshares, Inc.",1.1005808621216735,https://www.nasdaq.com/symbol/gnty
Gilat Satellite Networks Ltd.,1.098230628431969,https://www.nasdaq.com/symbol/gilt
Northern Technologies International Corporation,1.0963194988253764,https://www.nasdaq.com/symbol/ntic
"Southside Bancshares, Inc.",1.0947853644482726,https://www.nasdaq.com/symbol/sbsi
PowerShares KBW Regional Banking Portfolio,1.0943458796219594,https://www.nasdaq.com/symbol/kbwr
"CDK Global, Inc.",1.0940750443023248,https://www.nasdaq.com/symbol/cdk
"F5 Networks, Inc.",1.0922148208638838,https://www.nasdaq.com/symbol/ffiv
AGNC Investment Corp.,1.091250181654834,https://www.nasdaq.com/symbol/agnc
WisdomTree Emerging Markets Consumer Growth Fund,1.0906363396784786,https://www.nasdaq.com/symbol/emcg
"First Midwest Bancorp, Inc.",1.0879759894954009,https://www.nasdaq.com/symbol/fmbi
Towne Bank,1.0878010878010924,https://www.nasdaq.com/symbol/town
"Nexstar Media Group, Inc.",1.087160262417986,https://www.nasdaq.com/symbol/nxst
VictoryShares US Multi-Factor Minimum Volatility ETF,1.0814708002883948,https://www.nasdaq.com/symbol/vsmv
"Golub Capital BDC, Inc.",1.0810810810810965,https://www.nasdaq.com/symbol/gbdc
Garmin Ltd.,1.078783916312515,https://www.nasdaq.com/symbol/grmn
Solar Senior Capital Ltd.,1.0784901138406213,https://www.nasdaq.com/symbol/suns
"Commvault Systems, Inc.",1.0771992818671454,https://www.nasdaq.com/symbol/cvlt
Apple Inc.,1.0759674610806422,https://www.nasdaq.com/symbol/aapl
Seacoast Banking Corporation of Florida,1.0752688172043006,https://www.nasdaq.com/symbol/sbcf
CDW Corporation,1.0749419883786526,https://www.nasdaq.com/symbol/cdw
Columbia Sportswear Company,1.0749076251259746,https://www.nasdaq.com/symbol/colm
"German American Bancorp, Inc.",1.074903054629575,https://www.nasdaq.com/symbol/gabc
PowerShares KBW High Dividend Yield Financial Portfolio,1.0727223850791754,https://www.nasdaq.com/symbol/kbwd
PowerShares DWA SmallCap Momentum Portfolio,1.0702304045249131,https://www.nasdaq.com/symbol/dwas
"Home BancShares, Inc.",1.0690613641223006,https://www.nasdaq.com/symbol/homb
Wintrust Financial Corporation,1.0690613641223006,https://www.nasdaq.com/symbol/wtfc
iShares Commodities Select Strategy ETF,1.0677301087026596,https://www.nasdaq.com/symbol/comt
"Union Bankshares, Inc.",1.063315611406471,https://www.nasdaq.com/symbol/unb
Kaiser Aluminum Corporation,1.0631800393602797,https://www.nasdaq.com/symbol/kalu
"Pepsico, Inc.",1.0590955423513886,https://www.nasdaq.com/symbol/pep
"Grand Canyon Education, Inc.",1.058860168171907,https://www.nasdaq.com/symbol/lope
"GCI Liberty, Inc.",1.0559662090813093,https://www.nasdaq.com/symbol/glibp
Orbotech Ltd.,1.055081458494968,https://www.nasdaq.com/symbol/orbk
"The Hackett Group, Inc.",1.0542635658914834,https://www.nasdaq.com/symbol/hckt
Kentucky First Federal Bancorp,1.0525707015210348,https://www.nasdaq.com/symbol/kffb
"Grifols, S.A.",1.051965673640274,https://www.nasdaq.com/symbol/grfs
"Provident Bancorp, Inc.",1.0471204188481675,https://www.nasdaq.com/symbol/pvbc
Capital Southwest Corporation,1.044083526682133,https://www.nasdaq.com/symbol/cswc
iShares S&P Global Timber & Forestry Index Fund,1.0435626744327138,https://www.nasdaq.com/symbol/wood
Bank of Commerce Holdings (CA),1.040582726326743,https://www.nasdaq.com/symbol/boch
Amplify Online Retail ETF,1.0379904504878554,https://www.nasdaq.com/symbol/ibuy
Central Federal Corporation,1.0366159505099455,https://www.nasdaq.com/symbol/cfbk
Fifth Third Bancorp,1.0342598577892703,https://www.nasdaq.com/symbol/fitb
Hospitality Properties Trust,1.0319917440660378,https://www.nasdaq.com/symbol/hpt
Zions Bancorporation,1.0313708637731072,https://www.nasdaq.com/symbol/zionw
BOK Financial Corporation,1.0309278350515527,https://www.nasdaq.com/symbol/bokfl
iShares MSCI Europe Small-Cap ETF,1.030608547788884,https://www.nasdaq.com/symbol/ieus
Calamos Strategic Total Return Fund,1.0305192231470393,https://www.nasdaq.com/symbol/csq
PowerShares KBW Premium Yield Equity REIT Portfolio,1.0293500711131511,https://www.nasdaq.com/symbol/kbwy
First Trust Global Tactical Commodity Strategy Fund,1.0289990645462996,https://www.nasdaq.com/symbol/ftgc
"Meridian Bancorp, Inc.",1.0256410256410402,https://www.nasdaq.com/symbol/ebsb
Gladstone Land Corporation,1.0192081536652355,https://www.nasdaq.com/symbol/land
iShares PHLX SOX Semiconductor Sector Index Fund,1.0183934324015422,https://www.nasdaq.com/symbol/soxx
"Equity Bancshares, Inc.",1.0180012414649202,https://www.nasdaq.com/symbol/eqbk
"New York Mortgage Trust, Inc.",1.0139416983523382,https://www.nasdaq.com/symbol/nymtp
CIM Commercial Trust Corporation,1.0118043844856686,https://www.nasdaq.com/symbol/cmct
MTGE Investment Corp.,1.0075566750629685,https://www.nasdaq.com/symbol/mtge
"T. Rowe Price Group, Inc.",1.0063301412108498,https://www.nasdaq.com/symbol/trow
OP Bancorp,1.005025125628145,https://www.nasdaq.com/symbol/opbk
Oaktree Specialty Lending Corporation,1.0050251256281373,https://www.nasdaq.com/symbol/ocsl
Microsoft Corporation,0.9955059172911191,https://www.nasdaq.com/symbol/msft
Prospect Capital Corporation,0.9932120713467083,https://www.nasdaq.com/symbol/psec
"SharpSpring, Inc.",0.9925558312655097,https://www.nasdaq.com/symbol/shsp
iShares S&P Small-Cap 600 Growth ETF,0.9884374699270136,https://www.nasdaq.com/symbol/ijt
iShares MSCI China ETF,0.9871556782635272,https://www.nasdaq.com/symbol/mchi
Osprey Energy Acquisition Corp.,0.985221674876844,https://www.nasdaq.com/symbol/ospr
Huntington Bancshares Incorporated,0.9807126511931911,https://www.nasdaq.com/symbol/hban
"MidWestOne Financial Group, Inc.",0.9790832220738713,https://www.nasdaq.com/symbol/mofg
First Trust Nasdaq Semiconductor ETF,0.9772024551202152,https://www.nasdaq.com/symbol/ftxl
PowerShares DWA Consumer Cyclicals Momentum Portfolio,0.9765085214187033,https://www.nasdaq.com/symbol/pez
Oxford Square Capital Corp.,0.9740892265731542,https://www.nasdaq.com/symbol/oxsql
ImmuCell Corporation,0.96930533117932,https://www.nasdaq.com/symbol/iccc
Echelon Corporation,0.9690431295796722,https://www.nasdaq.com/symbol/elon
First Northwest Bancorp,0.9673518742442574,https://www.nasdaq.com/symbol/fnwb
"Taylor Devices, Inc.",0.967117988394598,https://www.nasdaq.com/symbol/tayd
Colliers International Group Inc. ,0.9668508287292855,https://www.nasdaq.com/symbol/cigi
Calamos Convertible and High Income Fund,0.9638554216867409,https://www.nasdaq.com/symbol/chy
"Guaranty Federal Bancshares, Inc.",0.9637544521265468,https://www.nasdaq.com/symbol/gfed
Camden National Corporation,0.9622580990056726,https://www.nasdaq.com/symbol/cac
"Twenty-First Century Fox, Inc.",0.9614135377419891,https://www.nasdaq.com/symbol/fox
"James River Group Holdings, Ltd.",0.9606646761002325,https://www.nasdaq.com/symbol/jrvr
Global X FinTech ETF,0.9598771357266269,https://www.nasdaq.com/symbol/finx
Credit Acceptance Corporation,0.9588048386197664,https://www.nasdaq.com/symbol/cacc
Gencor Industries Inc.,0.9538950715421326,https://www.nasdaq.com/symbol/genc
"First Bancorp, Inc (ME)",0.9536784741144453,https://www.nasdaq.com/symbol/fnlc
Cognizant Technology Solutions Corporation,0.9470065512097087,https://www.nasdaq.com/symbol/ctsh
"Old Second Bancorp, Inc.",0.9469696969696937,https://www.nasdaq.com/symbol/osbcp
First Trust NASDAQ Clean Edge Green Energy Index Fund,0.9454498358663308,https://www.nasdaq.com/symbol/qcln
PowerShares DWA NASDAQ Momentum Portfolio,0.9440638389880809,https://www.nasdaq.com/symbol/dwaq
"Bridge Bancorp, Inc.",0.9377093101138684,https://www.nasdaq.com/symbol/bdge
Helen of Troy Limited,0.9338093930239039,https://www.nasdaq.com/symbol/hele
First Trust NASDAQ-100- Technology Index Fund,0.9326439049145948,https://www.nasdaq.com/symbol/qtec
Silvercrest Asset Management Group Inc.,0.9314786448287935,https://www.nasdaq.com/symbol/samg
"Washington Trust Bancorp, Inc.",0.9279806334476544,https://www.nasdaq.com/symbol/wash
TFS Financial Corporation,0.9273570324574872,https://www.nasdaq.com/symbol/tfsl
Farmers Capital Bank Corporation,0.9259259259259258,https://www.nasdaq.com/symbol/ffkt
"QCR Holdings, Inc.",0.9244992295839666,https://www.nasdaq.com/symbol/qcrh
First Trust Switzerland AlphaDEX Fund,0.9216361849247829,https://www.nasdaq.com/symbol/fsz
"Nicholas Financial, Inc.",0.92059838895282,https://www.nasdaq.com/symbol/nick
ChipMOS TECHNOLOGIES INC.,0.919717335205948,https://www.nasdaq.com/symbol/imos
"Community Trust Bancorp, Inc.",0.9176527408838472,https://www.nasdaq.com/symbol/ctbi
iShares MSCI New Zealand ETF,0.9147271064132592,https://www.nasdaq.com/symbol/enzl
Matthews International Corporation,0.9057971014492754,https://www.nasdaq.com/symbol/matw
"Lifetime Brands, Inc.",0.9049773755656076,https://www.nasdaq.com/symbol/lcut
Mitel Networks Corporation,0.9041591320072302,https://www.nasdaq.com/symbol/mitl
Costco Wholesale Corporation,0.9033281426914217,https://www.nasdaq.com/symbol/cost
"Twenty-First Century Fox, Inc.",0.901713255184855,https://www.nasdaq.com/symbol/foxa
First Trust Cloud Computing ETF,0.9014084507042328,https://www.nasdaq.com/symbol/skyy
Rand Capital Corporation,0.8991289688114541,https://www.nasdaq.com/symbol/rand
ASML Holding N.V.,0.890550813058133,https://www.nasdaq.com/symbol/asml
Barclays PLC,0.889727937936587,https://www.nasdaq.com/symbol/tapr
"First US Bancshares, Inc.",0.8849557522123862,https://www.nasdaq.com/symbol/fusb
News Corporation,0.88336332406347,https://www.nasdaq.com/symbol/nwsa
"Mondelez International, Inc.",0.8819453193902014,https://www.nasdaq.com/symbol/mdlz
PowerShares Water Resources Portfolio,0.8799087502036812,https://www.nasdaq.com/symbol/pho
"BSB Bancorp, Inc.",0.87847730600292,https://www.nasdaq.com/symbol/blmt
First Trust RBA American Industrial Renaissance ETF,0.8784225773292194,https://www.nasdaq.com/symbol/airr
Calamos Global Dynamic Income Fund,0.877192982456141,https://www.nasdaq.com/symbol/chw
Zebra Technologies Corporation,0.8763460630500524,https://www.nasdaq.com/symbol/zbra
iShares MSCI Global Gold Miners ETF,0.8736085670001473,https://www.nasdaq.com/symbol/ring
Landmark Infrastructure Partners LP,0.8718154286565885,https://www.nasdaq.com/symbol/lmrkp
Apollo Investment Corporation,0.8703220191470814,https://www.nasdaq.com/symbol/ainv
"Barrett Business Services, Inc.",0.8676545157473615,https://www.nasdaq.com/symbol/bbsi
"The First Bancshares, Inc.",0.8670520231213791,https://www.nasdaq.com/symbol/fbms
PowerShares FTSE International Low Beta Equal Weight Portfolio,0.8626898820101677,https://www.nasdaq.com/symbol/idlb
First Trust Nasdaq Artificial Intelligence and Robotics ETF,0.8606421714664071,https://www.nasdaq.com/symbol/robt
First Trust Rising Dividend Achievers ETF,0.8603668981027395,https://www.nasdaq.com/symbol/rdvy
PowerShares DWA Tactical Sector Rotation Portfolio,0.8558262014483264,https://www.nasdaq.com/symbol/dwtr
Peapack-Gladstone Financial Corporation,0.8556759840273938,https://www.nasdaq.com/symbol/pgc
"People&#39;s United Financial, Inc.",0.8542445274959966,https://www.nasdaq.com/symbol/pbct
"Paychex, Inc.",0.8539965540490034,https://www.nasdaq.com/symbol/payx
"The Finish Line, Inc.",0.8527530691759146,https://www.nasdaq.com/symbol/finl
Scholastic Corporation,0.8485931219294226,https://www.nasdaq.com/symbol/schl
The Long-Term Care ETF,0.8483134720258568,https://www.nasdaq.com/symbol/old
"Acasti Pharma, Inc.",0.8464242163402778,https://www.nasdaq.com/symbol/acst
IHS Markit Ltd.,0.8430349257326408,https://www.nasdaq.com/symbol/info
Janus Henderson Small Cap Growth Alpha ETF,0.8401284902396922,https://www.nasdaq.com/symbol/jsml
"Landcadia Holdings, Inc.",0.8364083640836493,https://www.nasdaq.com/symbol/lca
Newtek Business Services Corp.,0.8337808755858218,https://www.nasdaq.com/symbol/newtz
Solar Capital Ltd.,0.8333333333333319,https://www.nasdaq.com/symbol/slrc
iShares FTSE EPRA/NAREIT Europe Index Fund,0.8332937512711982,https://www.nasdaq.com/symbol/ifeu
Mid Penn Bancorp,0.8298755186721913,https://www.nasdaq.com/symbol/mpb
Sussex Bancorp,0.8257638315441783,https://www.nasdaq.com/symbol/sbbx
Ericsson,0.8241758241758188,https://www.nasdaq.com/symbol/eric
BLDRS Emerging Markets 50 ADR Index Fund,0.8239871824216056,https://www.nasdaq.com/symbol/adre
"Citrix Systems, Inc.",0.8197484862599067,https://www.nasdaq.com/symbol/ctxs
"Lawson Products, Inc.",0.8196721311475381,https://www.nasdaq.com/symbol/laws
"Hemisphere Media Group, Inc.",0.8196721311475381,https://www.nasdaq.com/symbol/hmtv
National Energy Services Reunited Corp.,0.819401373557296,https://www.nasdaq.com/symbol/nesr
First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,0.8155339805825276,https://www.nasdaq.com/symbol/grid
National General Holdings Corp,0.8147044212618056,https://www.nasdaq.com/symbol/nghcz
The Carlyle Group L.P.,0.8141089289782336,https://www.nasdaq.com/symbol/tcgp
iShares Global Infrastructure ETF,0.8132915069129812,https://www.nasdaq.com/symbol/igf
"American Capital Senior Floating, Ltd.",0.8130081300812979,https://www.nasdaq.com/symbol/acsf
Access National Corporation,0.8126566957724543,https://www.nasdaq.com/symbol/ancx
"Wellesley Bancorp, Inc.",0.8107246420817801,https://www.nasdaq.com/symbol/webk
"Aspen Technology, Inc.",0.8076222650373466,https://www.nasdaq.com/symbol/azpn
First Trust Dorsey Wright Dynamic Focus 5 ETF,0.8071173395885126,https://www.nasdaq.com/symbol/fvc
"Draper Oakwood Technology Acquisition, Inc.",0.8032128514056232,https://www.nasdaq.com/symbol/dota
"Allegiance Bancshares, Inc.",0.7995431182181643,https://www.nasdaq.com/symbol/abtx
"First Interstate BancSystem, Inc.",0.7941009642654598,https://www.nasdaq.com/symbol/fibk
iShares MSCI Global Impact ETF,0.7906468163848916,https://www.nasdaq.com/symbol/mpct
First Trust Mid Cap Growth AlphaDEX Fund,0.7904232773927461,https://www.nasdaq.com/symbol/fny
Vanguard Russell 2000 ETF,0.789254003187366,https://www.nasdaq.com/symbol/vtwo
Amdocs Limited,0.7886665693004119,https://www.nasdaq.com/symbol/dox
Credit Suisse AG,0.7881527095216458,https://www.nasdaq.com/symbol/slvo
"NI Holdings, Inc.",0.7876401090578552,https://www.nasdaq.com/symbol/nodk
"Esquire Financial Holdings, Inc.",0.7862690574360028,https://www.nasdaq.com/symbol/esq
CA Inc.,0.7745504840940557,https://www.nasdaq.com/symbol/ca
"Churchill Downs, Incorporated",0.774019855291944,https://www.nasdaq.com/symbol/chdn
iShares Select Dividend ETF,0.7738306759776478,https://www.nasdaq.com/symbol/dvy
Independent Bank Corporation,0.7722007722007695,https://www.nasdaq.com/symbol/ibcp
EMC Insurance Group Inc.,0.768639508070712,https://www.nasdaq.com/symbol/emci
Logitech International S.A.,0.7637231503579958,https://www.nasdaq.com/symbol/logi
First Trust Germany AlphaDEX Fund,0.7613594653175594,https://www.nasdaq.com/symbol/fgm
"KCAP Financial, Inc.",0.7608038280528094,https://www.nasdaq.com/symbol/kcapl
iShares S&P India Nifty 50 Index Fund,0.7599595101231725,https://www.nasdaq.com/symbol/indy
"County Bancorp, Inc.",0.759631036353774,https://www.nasdaq.com/symbol/icbk
Arch Capital Group Ltd.,0.7590363890974821,https://www.nasdaq.com/symbol/acglo
First Busey Corporation,0.756682389937111,https://www.nasdaq.com/symbol/buse
Huntington Bancshares Incorporated,0.755001887504716,https://www.nasdaq.com/symbol/hbano
Global X Internet of Things ETF,0.7530702758877089,https://www.nasdaq.com/symbol/snsr
"Popular, Inc.",0.7513910110108883,https://www.nasdaq.com/symbol/bpopm
"Capitol Federal Financial, Inc.",0.7513148009015752,https://www.nasdaq.com/symbol/cffn
WisdomTree Negative Duration High Yield Bond Fund,0.7498791652784389,https://www.nasdaq.com/symbol/hynd
SLM Corporation,0.7498756457400256,https://www.nasdaq.com/symbol/slmbp
Territorial Bancorp Inc.,0.7497962510187464,https://www.nasdaq.com/symbol/tbnk
iShares MSCI Emerging Markets Asia Index Fund,0.749665327978584,https://www.nasdaq.com/symbol/eema
"ADDvantage Technologies Group, Inc.",0.7490636704119857,https://www.nasdaq.com/symbol/aey
Wintrust Financial Corporation,0.7451564828614115,https://www.nasdaq.com/symbol/wtfcm
PowerShares DWA Basic Materials Momentum Portfolio,0.7440133152581887,https://www.nasdaq.com/symbol/pyz
First United Corporation,0.7416563658838177,https://www.nasdaq.com/symbol/func
"Medical Transcription Billing, Corp.",0.7413639300486689,https://www.nasdaq.com/symbol/mtbcp
VictoryShares Developed Enhanced Volatility Wtd ETF,0.7403189066059168,https://www.nasdaq.com/symbol/ciz
Government Properties Income Trust,0.7398360755362077,https://www.nasdaq.com/symbol/govni
Hingham Institution for Savings,0.7353318097229704,https://www.nasdaq.com/symbol/hifs
VictoryShares US Discovery Enhanced Volatility Wtd ETF,0.7345491388044558,https://www.nasdaq.com/symbol/csf
"Ecology and Environment, Inc.",0.7326007326007301,https://www.nasdaq.com/symbol/eei
"PowerShares QQQ Trust, Series 1",0.7311246078121012,https://www.nasdaq.com/symbol/qqq
First Trust Small Cap Core AlphaDEX Fund,0.725384644752406,https://www.nasdaq.com/symbol/fyx
Cincinnati Financial Corporation,0.7244832729597344,https://www.nasdaq.com/symbol/cinf
"ILG, Inc",0.7239032865209208,https://www.nasdaq.com/symbol/ilg
First Trust Emerging Markets Small Cap AlphaDEX Fund,0.7211538461538393,https://www.nasdaq.com/symbol/fems
"Village Super Market, Inc.",0.7205352547606823,https://www.nasdaq.com/symbol/vlgea
"Porter Bancorp, Inc.",0.7168458781361982,https://www.nasdaq.com/symbol/pbib
"PB Bancorp, Inc.",0.7134363852556582,https://www.nasdaq.com/symbol/pbbi
Vanguard Russell 2000 Growth ETF,0.7134203795934865,https://www.nasdaq.com/symbol/vtwg
BLDRS Developed Markets 100 ADR Index Fund,0.7120509224296004,https://www.nasdaq.com/symbol/adrd
Ares Capital Corporation,0.7088009450679117,https://www.nasdaq.com/symbol/arcc
Qiagen N.V.,0.7072905331882426,https://www.nasdaq.com/symbol/qgen
Global X MSCI SuperDividend EAFE ETF,0.7070972555469816,https://www.nasdaq.com/symbol/efas
VictoryShares US Small Cap Volatility Wtd ETF,0.7033688316078958,https://www.nasdaq.com/symbol/csa
Starbucks Corporation,0.7017543859649222,https://www.nasdaq.com/symbol/sbux
Gladstone Commercial Corporation,0.7002475703652711,https://www.nasdaq.com/symbol/goodm
AGNC Investment Corp.,0.6974041069352953,https://www.nasdaq.com/symbol/agncn
PowerShares Global Gold & Precious Metals Portfolio,0.697237865379472,https://www.nasdaq.com/symbol/psau
"Escalade, Incorporated",0.6920415224913471,https://www.nasdaq.com/symbol/esca
iShares MSCI EAFE ESG Optimized ETF,0.6919640225860826,https://www.nasdaq.com/symbol/esgd
Osprey Energy Acquisition Corp.,0.6904487917146243,https://www.nasdaq.com/symbol/ospru
"Virtus Investment Partners, Inc.",0.6867188572998215,https://www.nasdaq.com/symbol/vrtsp
WisdomTree U.S. SmallCap Quality Dividend Growth Fund,0.6855889208830385,https://www.nasdaq.com/symbol/dgrs
"Texas Capital Bancshares, Inc.",0.6852667645619089,https://www.nasdaq.com/symbol/tcbil
"Pinnacle Entertainment, Inc.",0.6807754920822758,https://www.nasdaq.com/symbol/pnk
Verona Pharma plc,0.6792219820932351,https://www.nasdaq.com/symbol/vrna
